Review ,Rating
"Just checked out of this amazing hotel after a five night stay. Wow! It exceeded all expectations. From the moment you arrive and walk through the very generously proportioned foyer that has a super relaxed feel, to the staff who are highly professional and friendly - and lots of them around to assist all of the time. We had a suite with sep lounge on the 17th floor, incredible views overlooking the Singapore Cricket Club and the Raffles Hotel. Marina Bay Sands also visible. Also had a twin room for our daughters aged 17 &amp; 20 which was on level 6. Love the contemporary decor and space- high ceilings, huge bathroom and separate foyer and powder room. We were able to entertain extended family as the huge size of the living room had two good sized sofas and two armchairs plus a",5
"I loved this hotel and Marriott in general. I have been a fan since staying at the Marriott near my home in Santa Clara CA, and even have great memories of the adjacent theme park they once owned.   This hotel has an infinity pool with an epic view...The only thing I would mention is that despite a city of skyscrapers, the view from the pool seemed low (probably because of the surrounding sky scrapers. )  Also, the Raffles is 30 seconds away, if you want to try the bar where the Singapore sling was invented. ;)",4
We stayed here for 5 nights as part of a longer trip between Asia and India.   The JW Marriott felt like home the moment we walked in the door (even at 0200.)   The service was never lacking and the staff was always offering to help.   We spent the majority of our hotel time in the executive lounge and were blown away by the attentiveness of the staff as well as the quality of the food offerings.  Breakfast was amazing and the evening hors d’ouvres were phenomenal.  The whole staff was amazing but Hazel and Yussef stood out as shining stars.   If we are ever back in Singapore we will be staying at the JW Marriott without hesitation,5
"Just returned from a 2 night stay at JW Marriott South Beach and was completely wowed by the entire experience. We checked-in at 11.15pm at the club lounge as we had to attend a seminar at Suntec Convention Centre from 7pm-11pm. I would like to commend Melvin, the check-in agent at the executive lounge who was extremely friendly and courteous. Unlike other hotels we've been to the past, Melvin encouraged us to take the drinks from the fridge for our consumption in the room. As an Ambassador member, we were upgraded to the Deluxe Junior Suite facing the Marina Bay - a spectacular view, and they even returned our 2 Suite Night Awards as they could not offer the best available room at that time.   Room wise was pretty specious but I have to say the work desk isn't functional at all",5
"Everything is great, the concierge Melody was very helpful and courteous, buffet breakfast was wonderful. The only thing to watch for is the check out stations are separated into 4 individual places and there were no organized lines at busy time, some of us tried to form a line but people kept cutting in front to individual cashiers, I had to wait for at least 20 minutes upon checkout because of the confusion.",5
"This place punches way above its weight. We stayed in Premiere Suite in December, it is a lovely suite spacious with comfortable furniture and most importantly ToTo WCs with Waslets/Bidets   Staff is very cordial, I was recognised by name at the time of checkin (we stayed here last year as well), how cool is that! After whole year...  We also stayed at Ritz which is suppose to be superior but in my opinion this is better and also better than Mandarin Oriental...",5
"On our way home to the UK we stayed at the hotel for 3 nights. We had a lovely room and the service was excellent.  The staff were friendly, professional and very helpful.  A special mention is for Hazel who we met in the executive club lounge and who always seemed pleased to see us, was extremely pleasant and helped us with the refreshments which were delicious. Overall a lovely stay.",5
"This is quite a new hotel with a very modern feel. That said the thing that struck me most was the great service.  It seemed at every turn there was another smiling team member eager to provide assistance. The rooms are very nice, a good size and with comfortable beds. The floor on which the gyn, pool and bar are situated is a great place to hand out. The infinity pool which looks over the city is amazing and there are lots of places to just sit and relax and read a book, enjoy a drink or whatever. A convenient location with MRT stations close by plus Suntec for shopping across the road.",5
"Great hotel well situated in the Singapore south beach area, right next to suntec city. Modern stylish rooms and interior. An great pool with an awesome view over the city and marina bay. And lively lounge which feels like a pub at night!;)",5
"We stayed in a ""Premium Marina Bay View room"" for a duration of five nights from December 28th till January 3rd. The appointed room was decent size. The room was also extremely clean and had a vibrant and contemporary design. Being on a high floor, the unobstructed view of the Marina Bay and city view was magnificent,  The service was relatively good even though there was high occupancy during our stay. The service staff, front office and concierge were professional and polite.  We had breakfast at ""Beach Road Kitchen"" and at the club lounge. The breakfast at the ""Beach Road Kitchen"" offered a wide range of Asian and Continental cuisine food with higher standards. We had our evening cocktails at the club lounge which offered a generous and tasty spread. The service was great.  ",5
"My husband and I stayed at this hotel for an overnight stopover for our trip.  Their welcome staff emailed us a few days before our arrival and asked what they can do to make this trip special.  I mentioned that we were celebrating our anniversary. Our flight arrived really early so we went to the hotel and dropped our bags so we can explore the city. By 9am, our room was ready and when we got back at night, there were cake and balloons waiting for us in our room.  The staff at the lounge were very attentive and friendly specially Hazel and Melvin.  Thank you so much for making our Singapore trip, such a wonderful and memorable experience!",5
"The location of the Hotel is ideal in the Marina Bay district, the dining options were plentiful and we had great meals there. Our room was spacious and clean with outstanding views of the harbor. They have this unique NCO club which I think is relatively new with Bars and restaurants attached to the property. The best part of this JW Marriott was the executive lounge. The service and food and beverage options were amazing. Miss Stella Lim, Jacquelyn, Hazel and Camilla were all wonderful to us for our entire stay. We happened to be there over Thanksgiving, couldn’t get in to a restaurant for a traditional Turkey Dinner so Chef Nino made one for us. Stella even gave us a hand-written note of appreciation. I think my wife and I owe them all a note of appreciation for a job well",5
Beautiful hotel located not far from Marina Bay.  Check in was a little slow and disappointing however the hotel is beautiful and stay is first class.  Try and get marina sands view. Breakfast is above the rest and if it had a better view would be perfect.  True reflection of all that Singapore is.  Will definitely recommend this hotel.  Did I mention it is located next to two malls ,4
"After an absence of a year and a half due to the condescending behavior of the previous HM Oliver Sturmayr, we decided to give the property another try.  SUBJECT TO AVAILABILITY even for Lifetime Platinum, we are grateful for the upgrade and SURPRISE SURPRISE! An early check in at 2 pm, unlikely previous stays when rooms were only ready around 4, sometimes 430! Only because Sturmayr was allowing late checkouts to even non member guests. Regulars and MR members at this property, will know, Housekeeping actually has their work cut out for them to turnaround as rooms are literally covered wall to wall with Mirrors.   As always, executive lounge is where we spend most of our time as associates here are like family to us.  Tea time - maybe, menu could vary just a little bit. We",5
"The hotel is located within walking distance of almost everything (sometimes it's a long walk, but doable.) It is very well upkept, clean and modern!! The Executive lounge is top notch with wonderful caring employees -- our thanks to Hazel and Eva for your wonderful, friendly service!!!  Sara at the taxi desk is also a great asset to the hotel. He was very helpful in his suggestions and gave perfect directions and insights on things not to be missed. We will definitely return!!",5
Hazel is kind and lounge have good food room is so good is well I was able to do exercise at the place where the gym was good and the scenery was good. The pool was clean and felt good.  This hotel was very fancy.,5
"We arrived on NYE direct from Australia at 6pm. We were very disappointed to learn our room was not yet ready. This is sub par management from an expensive and exclusive hotel. Management did, however, provide us with a temporary room and gave us access to the executive lounge which provides breakfast, snacks and evening cocktails. This was appreciated as compensation. As for the hotel its 5 star. Friendly staff. Big clean and modern rooms. Heated toilet seats with remote controlled bidet amazed my kids. The pool was great (though a little cool) and the location is unbeatable. ",4
"The hotel is absolutely great for family vacation or business trip. The swimming pool on the sixth floor was awesome and has an absolutely exclusive privacy and has a fantastic view. The fun pool on the 18th floor was amazing with a breathtaking sunset view. We especially love the setting on the 18th floor with lots of entertaining activities for the kids while the adults were able to enjoy the amazing skyline of Singapore. The Madame Fan Restaurant which is the hidden jewel of the historical piece within the property, and the restaurant interior decoration was absolutely stunning.   Our room was always well kept and clean. The amenities were beyond our expectation. The hotel lobby and surrounding area are always kept tidy and well maintained. The hotel staff was always greeting",5
"We checked in New Year's Eve 2019 to Jan 4, 2020. The hotel was fully booked but we had smooth and no line check in &amp; out except for the issue on the miscommunication on the request for our luggages to be brought down everything was seemless.  The attention, service provided by the staffs shout out to Hazel who attended to our request especially to the requests of my child while we enjoyed afternoon tea &amp; hors d'oeuvres at the executive lounge. Hazel always had a smile on her face and ensured she introduced herself prior to offering how she can help make our experience better. Our room reservation came with free buffer breakfast. The spread at Beach Road Kitchen was good and the food is even better. Everything was a hit! I love how the fruits are fresh. Everything was delicious!",5
"1) Service was excellent. Staffs were everywhere to assist you. From the moment we alight from the cab until check in. Benson was outside to usher us from the cab and offered to bring in our baggage followed by WaiYing for the fast processing of checking-in. I missed out the name of the female staff who brought us the lime juice. Though our room was not ready due to our early arrival, we received a call around 215pm that our room was ready. 2) Room 1915 was amazing with fantastic views of the padang, esplanade &amp; Marina Bay Sands (MBS). The 2 pillows - 1 was extreme hard and the other other extreme soft to cater to individual needs.  3) The amenities were great as well. Guests really need to explore the pool on the 6th floor and the gym to experience how good they are.  4) Wifi",5
Perfection in every detail.   Staff is amazing - Jusanna👍👊🙏 - Xas Qin there are room attendants and there is Xas Qin in her own league.  Pool areas👍 Beverly in the Lobby👍  The Gym is amazing   Will come here everytime being in Singapore.   Well done Marriott!!!,5
"My husband and I did a staycation in jw marriott over December, and were really wowed by Muzaffar's kind hospitality. It is truly because of front line heroes like him that helped made our stay a little more pleasant. We hope to visit again and well done Muzaffar and team.",4
"I had a great experience at this hotel-granted there was a very large tour group who were there when I checked in, the Marriott managed to keep me separate, and really made me feel special! The check in was a bit awkward, as my room wasn’t ready @ 3p, but they were nice enough to give me a holding room until mine was ready. Unfortunately, they didn’t warn me when it was, and knocked on my door, and I was completely unprepared to move, then had to wait until they forgot about me, until I had to make it happen myself. I left a personal item in the room, which they said wasn’t there, until I insisted that it was, and it was delivered. Other than this snafu, I had a wonderful stay-great infinity pool area, gym, lounge, etc. I thought everyone who worked there was extremely helpful,",4
There are many hotels in Singapore .i have been staying in many over the last 30 years  But never ever have encountered so many problems in one stay  It’s seems that there is management  but they do not run the hotel or at least not aware whats going on  Checking in .i have asked to upgrade to a suite for sure paying for the upgrade. We got a nice large suite  with dirty shower hair on the floor sleeper out of their plastic cover which meant they were used No fruit basket which is standard Broken guest toilet  and in the living room two chandeliers with many burnt lamps . Mini bar if one consumed one two articles they have not been replenished . All restaurants in the hotel closed at 22.30 so if one wants to it the option he has in this area is to order room service  We ordered,3
"Stayed at JW Marriott Singapore for 9 days over the holiday season with my family. We had a wonderful experience. From the time we arrived at the hotel, Sarah from the guest service team was waiting for us at the entrance and helped us with the check in process. All the staff at the hotel are incredibly warm and friendly which made a huge difference.  All our requests were attended to promptly.  The rooms are very nice, with very modern amenities. Our kids specially enjoyed the high speed internet, the gym and the swimming pools.  Would highly recommend the executive lounge, it has great food and drinks as well as very friendly staff. It is very well located, with multiple MRT stations closeby, great food choices, shopping malls etc., all within a few minutes walk.  Overall, we",5
"I will explain. When I researched the hotel, reviewed pictures I thought I picked a high rise where I can get higher floor rooms to watch the spectacular fireworks and views. But over floor 21, this hotel has residences. So rooms, facilities up to 21st floor. Beautiful pool in pictures was closed for new year eve party. Separate paid event.   I picked two rooms. Not standard, not entry level.. called larger size premium king.. first of all they were both small but one was even smaller. One had a lounge chair allowing 3 kids to share and the other one had barely enough room around the bed. I raised it and was told they are considered same category.   I was trying to be loyal Bonvoy customer but not anymore. You are better off booking from discount sites - better price w better",3
"I stayed at the JW Marriott South Beach for 4 nights in December.  As a Platinum Elite member I was very impressed with the hotel's genuine interest in accommodating preferred guests.    I checked in using the Bonvoy app and noticed that I had been upgraded to an Executive Club King from a deluxe room.  I was grateful for the upgrade but based on my review of TripAdvisor reviews, there had been some complaints about the size of these lower end rooms.  I texted the hotel via the app to see if perhaps I could be put in a corner room or the ""Premier King Larger Guest room"".   They indicated they would check when I arrived to see if that additional upgrade could be accommodated.  When I arrived (which was after 11pm) -- the front desk was really friendly and welcoming.  They",5
"I am greatly impressed with the care and concern of the JW Marriott staff during our short stay with them.  My daughters were unwell and I received an email after asking about them.  While I was there, we were made to feel at home.  I would like to extend my most sincere thanks to all of them for being professional, efficient yet kind and caring. I would also like to take this opportunity to mention Hazel, Nasuha and Ramesh who went out of their way when they realised my daughters were ill to the point that we felt so much at home and with family. Your team made our stay a truly memorable one. Every effort and detail are much appreciated.  The hotel was in a convenient location, near the Merlion, next to Suntec and Raffles City. The hotel has 2 lovely pools and lots of other",5
"Nice hotel but very small room, brakefast very good and the staff very efficient.  Very easy to go anywhere , metro station just by the stairs.  Very clean city but very expensive.  If you are a smoker please consider to pay attention where is the designated are because even you think is outside is forbidden. ",4
"Having stayed at JW Marriott hotels elsewhere unfortunately this one wasn’t quite up to the standard expected.   Staff on their mobiles at reception and disregarding passing guests, breakfast line out the door and around the corner (we gave it a miss on day 1 despite having paid for it) and the breakfast when we finally had it was bland to say the very least.   Disappointing experience. ",3
"I just had a two night stay at this property.  Very centrallyl located. I enjoyed my stay.  My club room was just OK.  Somewhat lacking in personality.  Electricity outlets on either side of the bed didn't work which was problematic.  The desk chair does not roll so it is not easy to move on the carpet.   The bathroom was nice however.  The lounge offering variety was spectacular.  Spoiled for choice in the mornings and the evenings.  They do need to do some work on making sure the ""hot"" foods are actually hot.  Many of the supposed warm breakfast items (mushrooms, sausage, baked beans) were hardly even lukewarm.  They certainly need to be kept much hotter.",4
"The JW Singapore is an outstanding hotel. We have traveled to Singapore multiple times and this is our #1 choice, for business/family travel. We appreciate the warm and friendly welcome, the smiles, and genuine care from the moment we arrive. This JW is well kept, has  stunning views, comfortable modern decor, great pools, spa, wonderful workout facility. The executive lounge has a wide variety of great food, and exceptional service. Hazel is an amazing lady, each time we visit the lounge, she is always smiling, courteous, she has great recommendations,and really goes the extra mile to make sure we have what we need. When my child was sick directed me to the clinic near by to get antibiotics. Thank you Hazel and tall the staff of JW Singapore!",5
"We loved everything about of our stay here.  The hotel is incredibly modern and nice and the staff is attentive to your every need.  Our favorite part was the Executive Lounge happy hour they have for members which was extremely well organized and a place where you could have drinks before dinner.  The breakfast was also delicious.  The spa was one of the best we've ever been too.  Finally, the location was close to many of the destinations you want to go to in the marina.  Would highly recommend!",5
We really liked this hotel. The staff is so friendly and helpful. The rooms and bathrooms are nice and quiet.  It seemed in a very convenient location for everything that we wanted to see will visiting. The breakfast buffet was one of the best ones that we've had in a long time. Well worth the cost.  We stayed 4 nights and then came back for 1 night at the end of our trip before heading to the airport.,5
"I had a great check in experience on the day, I went to one of staff named Lisa which I initially thought was the receptionist to be in charge of the check in process, however Lisa was actually a lobby ambassador and the check in counter was at the other side. She was very helpful and polite, showed and lead the way to the check in counter, upon seeing the counter being busy, she didn’t just leave us there waiting but took the initiative to check in for us which I really see her giving an extra mile in work. On a side note, I even received a hand written card from her upon checked into the room with warm welcome that was really out of my expectation. I really appreciate for whatever she had done, and it really enhances my stay in the hotel. ",5
"If you are looking for a tranquil and yet very close to bustling area this the best place for you. Don't forget to include the access in execute lounge to experience the most hospitable and friendly staff. Thanks to Hazel, Melvin, Vino, Sharmane and for the rest of the gang for ensuring your needs are well attended and to chef Peter and Jessie for the foods. ",5
"My first stay at this Marriott hotel in Singapore for 2 nights, but will not be my last! Great hotel for facilities and location. Staff were very attentive and tried to ensure our stay was very good. Stella in the executive lounge stands out, and should be recongnised in making me feel happy at all times. I am a Marriott ambassador level person, but Stella ensured that I was treated like a king. Would stay again at this hotel the next time I am in Singapore.",5
Ma'am Hazel from the executive lounge is vwry accommodating and ver nice eh. Keep the Good job. And excellent service. The place is very clean and neat. Still special mention to ma'am hazel for good service!,5
"Staff could not have been more helpful.  We arrived early but were given a temporary room to shower etc for a previous engagement.  The rooms were beautiful, comfortable beds, great view of the marina. Pool delightful especially when it was raining.  Will certainly stay there again next time we will book the executive level.",5
"We do quite a bit of traveling around the world and always try to stay in a central location. For this trip we chose to stay at the JW in Singapore and it was the best decision we made, for several reasons. One that it’s central to everything and within walking distance to the Marina, where we caught the NYE fireworks. It is also central the finest dining experiences in the city. Right across the street you can catch the Big Bus Tours that will show you all of Singapore via 4 separate routes.   Now for the hotel itself, the views are out of this world , but the rooms are like any other JW hotels in the Marriott chain, so not much more to say other than it’s always a great night sleep. As for the amenities and the staff, that is a different story. They go well above and beyond to",5
We stayed here over Christmas and the staff here is exceptional. We arrived at 1:00 am on Christmas Day and from the moment we arrived everyone from the front desk to the executive lounge (thank you Hazel for taking such good care of us) was friendly and helpful. The rooms are small but well appointed. The variety of food in both the executive lounge and Beach Road restaurant was fresh and delicious. There was something for everyone.  The location is great to with lots of shops and restaurants and right next to an MRT station.  We also had a fun night at their Cool Cats lounge for live jazz. It’s so nice to visit a place that values their guests. ,5
"I did a booking for a 3d2n stay at the executive club room to usher in the new year only to find that my room key did not work since I arrived at 2.30pm at the premises. Even the porter tried with the master key and it did not work. I was told that the door handle is spoilt and needed about 30mins to repair. So I was ushered to the executive lounge to have tea, and was told that I will be informed when my room is ready. 30mins went by, I finished my tea and still no one came to tell me that my room was ready. I approached the counter at the lounge and a staff helped me to check, only to be told that it's taking an even longer time to rectify the fault. I then decided to head out instead of wasting my time waiting around. This was already 4pm. As my schedule was mixed up, I",1
"WE stayed for four nights and it was an excellent stay for the family with wide choice of food, location, touring and leisure. The scenic enviornment of the hotel with lush facade and close proximity to the Esplanade, Bay of the Gardens and Sun tech city Mall added to our experience and enjoyment of the stay",5
"I went to Singapore with my husband and my parents. We had booked 2 rooms and we used suites upgrade credits which we were lucky enough to be upgraded to two junior suites on the 13th floor. The rooms were spacious (with 1.5 bathroom) and had lots of storage spaces. The rooms had modern amenities and lots of mirrors. The view from the bedroom was excellent. We can see the light show from our room. The service was excellent. We had access to the lounge and there were plenty of snacks, food and drinks. The buffet breakfast at the restaurant was a must do if you are pondering that. The location was excellent; you can walk from the hotel to Merlion Park. We were pondering about staying here vs. on orchard road and we went with this one which is the right decision. We didn’t use any",5
"We just had a staycation and loved every moment of it. We opt to include the executive lounge access and were granted afternoon tea, cocktails and snacks in the evening and a lovely breakfast the next day. Prior to check in, i had stated few requests via my Marriott Bonvoy and was delighted to have these acceded to by Ms. Sarah Lorenzo. Her friendly and professional demeanour truly set the tone for our stay and our 2 boys simply adored her! She suggested the best pool to use, and recommended where we could shop nearby. We were also given kids’ amenities and shown where to get complimentary candies at the lobby. Even the day sofa in our club room was converted to sleeping bed for the kids! Knowing i had some documents to print, she took me to the business lounge. Nothing was too",5
"The hotel is strategically located near major shopping malls such as Suntec City, Raffles City and Marina Square.  Therefore finding places to shop and eat is not an issue at all.  The hotel staff are professional and friendly, and the check-in and checkout process is a breeze.  The facilities are new, with an outdoor pool and gym.  The views are amazing overlooking the marina bay skyline.  However the room feels small and the door needs a hard push to open and a tap with the card in order to close properly. ",4
"We did family staycation on 24-25th Dec. One night stay, totally worth it. The staff is really welcoming. There are restaurants/ pubs nearby. Good for family. Suntec ( mall) just opposite. If you need anything for kids also it’s just 5 mins walk away. The breakfast spread was really good. From salads, fruits, continental , Chinese and Indian dishes were available. Overall I would highly recommend. Fit for family.",5
"It's my second time I stayed in JW Marriott Hotel Singapore South Beach and I am always excited to come back. The check in process was very smooth and quick. At the executive lounge, the staff made my stay / visit very relaxing and welcomed. Melvin and Hazel were very helpful. Thank you and continue the best service.",5
"This is by far one of the best vacations I have taken and many thanks goes towards this gorgeous hotel.  The staff is very professional, caring and friendly.  The rooms are very clean and exactly what you would expect from a 5-star hotel.  The food and beverage services are bewildering.   If you are planning on staying at this hotel, trust that you will be well looked after and cared for. You are about to have great memories of Singapore.    ",5
"I recently stayed at JW Marriott Singapore South Beach (December 21-23rd) for a business trip.  I stayed with a colleague named Taisha Walker.  When we order in-room dining, we were greeted by Ramesh P.  He was extremely polite, helpful and welcoming!  He provided us with a list of activities to do while we were in Singapore.  We did all of the items on his list and enjoyed every minute of it!  He also wrote us a very kind and thoughtful note and he displayed high value client service!  Ramesh is a great addition to your team and it really made our stay relaxing and wonderful!    Additionally we did have the opportunity to visit the Tonic bar where we were lucky to have Koshi as our bartender.  Koshi is such a pleasure to speak with her and her drinks were awesome!  Taisha and I",5
We stayed 5 nights with my family  in JW and I can not say enough good words about staff and service.  They went above and beyond to make our stay so comfortable and memorable.  I can thank enough Melvin to make the entire family feel  so special.  The entire staff and manager Jacky was very professional and worm at the same time.  5 star  hospitality.  ,5
"The staff at the executive lounge made our visit memorable at the hotel.  Melvin, what an amazing person. Thank you.  We will recommend this hotel not just it's a great property, Hazel, Rose and the rest of the staff. Just great.  ",5
Well located hotel across the street from the raffles. Decor very Avant garde or almost psychedelic. That may not suit everybody. Ultra modern but no local charm. Rooms on the small side. Friendly efficient staff. Good if on business or short layover in town. Lacks the local charm or atmosfer of Singapore,3
"My original choice of hotels for my holiday trip to Singapore was the Ritz Carlton. It wasn’t available for my dates so I chose the JWMarriott in SouthBeach so I can stay at a Bonvoy hotel and also be near the Marina. I am SO glad the Ritz was not available. This hotel is the most hospitable and welcoming that I’ve ever stayed in abroad. Besides the amazing central location, the staff is impeccable!! They welcome you with open arms, genuine warmth and friendliness that is like no other regardless if you are traveling alone like me, on business or part of a large family. The staff at the front desk, concierge, spa and most memorable, the executive lounge were truly outstanding. They helped make my amazing experience in Singapore these past 6 days even more incredible and I will",5
I was there for a staycation. And I love the service from the staff. The attention to details were great. Kudos to the lobby staff. I would like to mention Elaine who helped us with our check in and directed us to spa place as we were closing on our time. Another to highlight was the spa crew that were working on the 20th Dec. They returned my lost watch to me. In all I had a great experience. I would head back to JW Marriott again,5
I stay at the JW Marriott Singapore four times a year for work.  This hotel continuously out performs all other Marriotts with the attentive staff and clean rooms.  I will only stay at the JW Marriott when I visit Singapore.,5
My wife and I had a wonderful three-day stay. Hotel staff were incredibly hospitable. Chief Chef Arjun and Concierge Matin were especially helpful. The food and service in the Executive Lounge were truly first-class. Highly recommended!,5
"Dined at Akira Back and Madam Fan at The NCO club - amazing food and service.  Thank you to Luna Bajracharya, Hotel Manager who helped my friends to make the bookings at these 2 restaurants. She also ensured that the we were well looked after in the 2 restaurants. A big thank you to Shaun and Grace who served us at Akira  Back  and Lawrence Fu, restaurant General Manager.  They very kindly recommended signature dishes which were excellent in their restaurants.",5
"My husband and I had a memorable staycation on 17Dec 2019. From the minute we stepped foot into the hotel, the service and ambience was truly a cut above others. We were delighted to be offered an upgrade to a premier room with the Marina Bay view and the view was just spectacular on the 19th floor! And the breakfast at Beach Road Kitchen - what could I say - the spread was amazing! But I was most grateful and touched, by the kind act of the housekeeping team, who found and returned my anniversary ring which I had carelessly left in my hotel room. My heartfelt thanks to the staff of JW Marriott Singapore! Thank you for a most memorable stay!",5
"We stayed over at JW Marriott Singapore South Beach for a short staycation and we were pleasantly delighted by the staff's immense dedication to service and their passion in their work. The executive lounge staff never failed to come by our table frequently to check in with us and offer to assist in improving our experience, even going as far as to take the extra mile in serving us drinks and taking multiple photos for us despite us only requesting one, and all of these were done even though such actions were not necessarily a must for them to out their effort into. It really goes to show how service oriented the hotel is, and it really far outstrips any and every single other hotel stay we've had in Singapore because the staff really made us not just feel welcome, but truly at",5
"We were in Singapore on holiday for five days and stayed at this hotel.  We had only good experiences starting with check in.  Our check in host was Guan Xian and he continued to provide excellent service throughout our stay.  It’s always nice to have staff greet you by name and remember the details of previous conversations.  Guan really delivered in this respect all the way thru up to and including our departure.     The room was nice, clean and in perfect working order.  Our housekeeping attendant, Li Yan, was also exceptional.  We had brief conversations with him daily and he always provided some simple added benefits like lens tissues, extra water and even more towels than the extras we had already requested.  He also worked with us to clean our room around our schedule,",5
"We received a very warm welcome from the doorman and the receptionist. Estelle from call center was also very helpful and willing to assist with enquiries. The room was very clean and the housekeeper, Robin who cleaned our room also left a note in our room and left us with lens cleanser as we maintain the room cleanliness. Thank you for the service provided, it was a very enjoyable stay!",5

Overall Rating,4.5
